,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary
503,0.75,0.89,4,139,3,0,0,0,technical,low
504,0.78,0.63,5,200,2,0,0,0,technical,low
505,0.83,0.52,5,217,3,0,0,0,RandD,low
506,0.37,0.47,2,141,3,0,1,0,technical,medium
507,0.97,0.69,4,203,2,0,0,0,management,low
508,0.68,0.95,4,146,2,0,0,0,technical,medium
509,0.11,0.97,6,310,4,0,1,0,accounting,medium
510,0.86,0.59,4,189,2,0,0,0,IT,low
511,0.95,0.66,4,168,2,0,0,0,sales,medium
512,0.1,0.97,6,280,4,0,1,0,sales,low
513,0.56,0.89,3,163,3,1,0,0,technical,high
514,0.89,1.0,5,246,5,0,1,0,sales,low
515,0.88,0.5,4,162,2,0,0,0,support,medium
516,0.36,0.94,3,113,5,1,0,0,technical,medium
517,0.68,1.0,6,258,5,0,0,0,sales,low
518,0.51,0.73,3,205,4,0,0,0,accounting,high
519,0.73,0.91,4,248,2,1,0,0,technical,medium
520,0.16,0.46,6,240,2,0,0,0,product_mng,low
521,0.41,0.49,2,130,3,0,1,0,marketing,low
522,0.35,0.99,3,236,4,0,1,0,sales,medium
523,0.62,0.52,6,253,4,0,0,0,support,medium
524,0.85,0.99,5,248,5,0,1,0,sales,low
525,0.15,0.74,6,144,7,0,0,1,management,high
526,0.13,0.65,2,209,5,0,0,0,accounting,low
527,0.82,0.81,4,233,4,1,1,0,support,low
528,0.92,0.54,4,217,4,0,0,0,support,low
529,0.73,0.92,5,232,5,0,1,0,sales,low
530,0.34,0.62,4,158,2,0,0,0,technical,medium
531,0.38,0.52,2,171,3,0,0,0,accounting,medium
532,0.76,0.87,5,262,5,0,1,0,support,low
533,0.94,0.73,4,204,2,0,0,0,sales,low
534,0.51,0.98,4,171,2,0,0,0,RandD,low
535,0.58,0.59,3,207,7,0,0,1,management,medium
536,0.59,0.98,4,198,3,0,0,0,product_mng,low
537,0.6,0.95,4,164,4,0,0,0,sales,medium
538,0.94,0.77,5,233,4,0,0,0,technical,high
539,0.6,0.62,3,238,4,0,0,1,marketing,medium
540,0.95,0.49,4,269,4,0,0,0,support,medium
541,0.42,0.59,3,156,2,0,0,0,technical,low
542,0.78,0.65,3,157,2,0,0,0,sales,low
543,0.42,0.56,2,133,3,0,1,0,sales,low
544,0.1,0.87,7,289,4,0,1,0,sales,low
545,0.66,0.97,3,263,3,0,0,0,accounting,medium
546,0.5,0.92,4,266,7,0,0,0,product_mng,medium
547,0.46,0.5,2,141,3,0,1,0,sales,low
548,0.26,0.91,6,113,2,0,0,0,sales,medium
549,0.89,0.93,4,137,2,0,0,0,technical,low
550,0.63,0.84,4,181,3,0,0,0,technical,medium
551,0.44,0.42,2,199,2,0,0,0,support,medium
552,0.27,0.45,3,239,4,0,0,0,technical,low
553,0.9,0.85,3,253,3,0,0,0,sales,medium
554,0.58,0.5,5,184,4,0,0,0,sales,medium
555,0.37,0.43,2,155,2,0,0,0,IT,low
556,0.9,1.0,5,221,6,0,1,0,sales,medium
557,0.52,0.52,4,168,3,0,0,0,product_mng,medium
558,0.74,0.77,3,233,3,0,0,0,technical,low
559,0.58,0.75,4,244,4,0,0,0,sales,low
560,0.86,0.92,5,137,3,0,0,0,technical,medium
561,0.14,0.61,6,291,5,0,1,0,hr,medium
562,0.54,0.52,3,115,3,0,0,0,accounting,low
563,0.74,0.72,3,213,3,0,0,0,management,low
564,0.43,0.56,6,149,4,0,1,0,product_mng,low
565,0.92,0.87,4,229,6,0,1,0,sales,low
566,0.65,0.67,3,245,3,0,0,0,sales,medium
567,0.79,1.0,5,257,6,0,1,0,sales,low
568,0.77,0.48,5,262,7,0,0,0,IT,medium
569,0.36,0.56,2,159,3,0,1,0,sales,medium
570,0.22,0.88,4,213,3,1,0,0,technical,medium
571,0.76,0.7,5,195,3,0,0,0,RandD,low
572,0.19,0.8,6,157,6,1,0,0,sales,low
573,0.83,0.6,4,170,3,0,0,0,RandD,low
574,0.78,0.65,3,176,2,0,0,0,technical,low
575,0.73,0.55,3,149,3,0,0,0,technical,low
576,0.78,0.98,5,263,6,0,1,0,sales,low
577,0.7,0.68,3,150,3,0,0,0,support,low
578,0.63,0.64,4,212,4,0,0,0,sales,medium
579,0.51,0.5,2,235,2,0,0,0,technical,medium
580,0.92,0.65,4,238,2,0,0,0,sales,low
581,0.8,0.65,3,135,3,0,0,1,marketing,low
582,0.22,0.7,4,159,5,0,0,0,management,low
583,0.1,0.96,7,288,4,0,1,0,technical,low
584,0.97,0.77,5,223,2,0,0,0,support,low
585,0.45,0.53,2,129,3,0,1,0,technical,high
586,0.86,0.93,5,223,5,0,1,0,RandD,medium
587,0.88,0.91,4,233,4,0,0,0,technical,high
588,0.19,0.97,6,269,6,0,0,0,hr,medium
589,0.55,0.99,4,248,3,0,0,0,IT,low
590,0.13,0.93,4,253,5,1,0,0,product_mng,low
591,0.93,0.65,5,201,3,0,0,0,support,medium
592,0.76,0.54,5,278,2,1,0,0,technical,medium
593,0.85,0.96,4,217,5,0,1,0,technical,low
594,0.84,0.89,3,234,2,0,0,0,sales,medium
595,0.77,0.93,4,231,5,0,1,0,hr,medium
596,0.92,0.58,5,205,2,1,0,0,management,medium
597,0.7,0.98,4,194,2,0,0,0,IT,medium
598,0.95,0.75,3,247,2,0,0,0,product_mng,medium
599,0.52,0.9,4,285,2,0,0,0,hr,low
600,0.48,0.56,2,151,3,0,0,0,hr,medium
601,0.51,0.91,3,227,2,0,0,0,technical,low
602,0.96,0.81,4,211,3,0,0,0,sales,high
603,0.25,0.76,6,182,3,0,0,0,accounting,low
604,0.11,0.87,6,280,4,0,1,0,technical,low
605,0.71,0.68,3,231,2,1,0,0,product_mng,low
606,0.53,0.65,2,189,2,1,0,0,IT,low
607,0.77,0.61,5,146,3,0,0,0,support,low
608,0.69,0.61,4,260,4,0,0,0,technical,medium
609,0.61,0.83,5,269,5,1,0,0,sales,low
610,0.74,1.0,4,253,5,0,1,0,sales,low
611,0.91,0.55,2,234,2,0,0,0,IT,low
612,0.29,0.8,5,103,6,0,0,0,sales,medium
613,0.92,0.44,3,260,8,0,0,0,sales,low
614,0.51,0.52,5,261,3,1,0,0,RandD,low
615,0.95,0.58,3,163,3,0,0,0,technical,medium
616,0.46,0.46,2,145,3,0,1,0,IT,high
617,0.11,0.94,6,276,4,0,1,0,sales,low
618,0.37,0.47,2,149,3,0,1,0,sales,low
619,0.99,0.55,3,170,3,0,0,0,marketing,medium
620,0.98,0.56,5,188,3,0,0,0,technical,low
621,0.56,0.53,3,189,3,0,0,0,RandD,medium
622,0.59,0.73,2,230,3,0,0,0,technical,low
623,0.37,0.62,4,253,2,0,0,0,marketing,medium
624,0.38,0.45,2,129,3,0,1,0,support,medium
625,0.89,0.58,3,272,2,0,0,0,support,low
626,0.62,0.79,3,259,3,0,0,0,support,medium
627,0.34,0.55,3,136,2,1,0,0,sales,medium
628,0.96,0.61,3,271,2,0,0,0,hr,medium
629,0.37,0.49,2,138,3,0,1,0,technical,low
630,1.0,0.76,6,246,3,1,0,1,support,medium
631,0.64,0.61,3,221,3,0,0,0,accounting,low
632,0.36,0.63,2,278,4,0,0,0,RandD,low
633,0.52,0.55,3,225,2,0,0,0,technical,low
634,0.66,0.89,4,173,4,0,0,0,support,low
635,0.43,0.57,2,127,3,0,1,0,IT,low
636,0.65,0.63,4,143,8,0,0,0,management,medium
637,0.59,0.76,4,234,3,0,0,0,sales,high
638,0.82,0.97,4,243,3,1,0,0,technical,low
639,0.16,0.7,6,246,4,0,0,0,support,medium
640,0.89,0.87,5,225,5,0,1,0,product_mng,low
641,0.55,0.6,3,180,4,0,1,0,technical,medium
642,0.27,0.64,2,188,3,0,0,0,hr,low
643,0.25,0.46,4,214,4,0,1,0,technical,medium
644,0.73,0.68,5,190,2,0,0,0,sales,medium
645,0.92,0.93,5,240,5,0,1,0,sales,low
646,0.76,0.92,4,246,5,0,1,0,sales,low
647,0.32,0.69,6,192,3,0,0,0,sales,high
648,0.11,0.87,7,282,5,0,1,0,technical,low
649,0.78,0.51,4,278,3,0,0,0,management,medium
650,0.82,0.92,4,252,5,0,1,0,marketing,medium
651,0.51,0.74,4,151,3,0,0,0,product_mng,medium
652,0.9,0.59,6,269,4,1,0,0,management,medium
653,0.75,0.92,3,211,3,0,0,0,sales,medium
654,0.98,0.53,6,253,4,0,0,0,RandD,medium
655,0.31,0.62,6,135,5,0,1,0,support,low
656,0.29,0.88,6,183,4,0,0,0,IT,medium
657,0.91,0.55,3,223,4,1,0,0,technical,low
658,0.9,0.84,5,221,5,0,1,0,marketing,low
659,0.67,0.4,4,274,3,0,0,0,sales,low
660,0.53,0.55,5,224,2,1,0,0,hr,low
661,0.67,0.52,4,207,3,0,0,0,IT,medium
662,0.73,0.97,4,163,3,0,0,0,sales,medium
663,0.09,0.92,7,254,4,0,1,0,sales,medium
664,0.82,0.91,5,232,5,0,1,0,technical,low
665,0.97,0.93,3,153,2,0,0,0,technical,low
666,0.65,0.52,4,266,3,1,0,0,IT,medium
667,0.51,1.0,4,197,2,0,0,0,RandD,low
668,0.8,0.93,3,260,3,0,0,0,product_mng,low
669,0.52,0.61,4,163,2,0,0,0,technical,low
670,0.32,0.55,4,167,5,0,0,0,support,medium
671,0.96,0.62,6,193,4,0,0,0,sales,medium
672,0.76,0.45,4,147,2,0,0,0,product_mng,medium
673,0.45,0.48,3,145,2,0,0,0,support,medium
674,0.92,0.55,3,259,3,0,0,0,product_mng,low
675,0.82,0.87,3,206,2,0,0,0,support,low
676,0.77,0.93,3,227,3,0,0,0,management,high
677,0.72,0.84,4,256,5,0,1,0,technical,low
678,0.47,0.9,3,101,2,1,0,0,marketing,medium
679,0.66,0.93,4,248,3,0,0,0,management,high
680,0.67,0.67,4,141,2,1,0,0,sales,low
681,0.94,0.48,4,260,4,0,0,0,accounting,low
682,0.39,0.56,2,156,3,0,1,0,IT,low
683,0.45,0.45,2,145,3,0,1,0,sales,medium
684,0.77,0.82,4,134,3,0,0,1,sales,low
685,0.93,0.63,4,143,3,1,0,0,product_mng,low
686,0.91,0.63,4,240,3,0,0,0,accounting,low
687,0.31,0.54,5,132,5,0,1,0,sales,low
688,0.55,0.55,5,256,3,0,0,0,RandD,medium
689,0.53,0.69,4,257,4,0,0,0,support,high
690,0.81,0.7,6,161,4,0,1,0,IT,medium
691,0.39,0.56,2,126,3,0,1,0,hr,low
692,0.64,0.81,3,209,3,0,0,0,management,low
693,0.14,0.63,6,215,5,0,0,0,sales,low
694,0.39,0.57,2,156,3,0,1,0,management,low
695,0.9,0.85,3,158,7,0,0,0,marketing,medium
696,0.45,0.51,2,147,3,0,1,0,sales,low
697,0.8,0.97,5,258,3,0,0,0,IT,medium
698,0.89,0.63,3,268,3,0,0,0,support,medium
699,0.48,0.8,4,196,5,0,0,0,product_mng,low
700,0.78,0.58,3,150,3,1,0,0,technical,low
701,1.0,0.81,5,243,3,0,0,0,sales,low
702,0.99,0.97,3,257,2,0,0,0,marketing,medium
703,0.99,0.77,4,184,3,0,0,0,marketing,medium
704,0.66,0.62,5,214,2,0,0,0,sales,medium
705,0.86,0.73,3,159,3,0,0,0,hr,medium
706,0.42,0.47,2,130,3,0,1,0,hr,low
707,0.73,0.78,5,150,3,0,0,0,sales,low
708,0.47,0.71,2,241,4,0,0,0,sales,low
709,0.78,0.98,5,239,6,0,1,0,marketing,low
710,0.81,0.5,4,170,4,0,0,0,support,low
711,0.68,0.73,3,257,3,0,0,0,sales,low
712,0.58,0.69,4,165,3,0,0,0,technical,low
713,0.88,0.7,4,146,4,0,0,0,sales,low
714,0.6,0.61,2,275,2,0,0,0,sales,low
715,0.84,0.92,4,274,3,0,0,0,management,medium
716,0.74,0.62,4,272,2,0,0,0,support,low
717,0.95,0.57,3,238,3,0,0,0,IT,low
718,0.65,0.89,4,240,3,0,0,0,sales,low
719,0.85,0.41,2,229,6,0,0,0,technical,medium
720,0.91,0.43,4,117,5,1,0,0,technical,medium
721,0.84,0.59,4,216,2,0,0,0,support,low
722,0.87,0.65,4,246,2,1,0,0,sales,low
723,0.43,0.53,2,131,3,0,1,0,IT,low
724,0.34,0.81,3,257,5,0,0,0,accounting,low
725,0.67,0.56,4,241,3,0,0,0,technical,low
726,0.11,0.87,7,282,5,0,1,0,technical,low
727,0.86,0.64,3,245,4,0,0,0,support,high
728,0.96,0.83,3,177,4,0,0,0,technical,low
729,0.57,0.61,3,243,3,0,0,0,IT,medium
730,0.83,0.99,4,184,3,0,0,0,IT,low
731,0.35,0.63,3,156,3,0,0,0,sales,medium
732,0.63,0.83,4,145,4,0,0,0,support,medium
733,0.59,0.79,4,181,3,0,0,0,RandD,medium
734,0.45,0.45,2,132,3,0,1,0,marketing,low
735,0.88,0.59,5,230,3,0,0,0,support,medium
736,0.28,0.83,4,162,3,0,0,0,sales,low
737,0.77,0.82,3,153,3,1,0,0,technical,medium
738,0.82,0.91,5,271,2,0,0,1,RandD,medium
739,0.76,0.49,3,138,2,1,0,0,technical,medium
740,0.42,0.5,2,139,3,0,1,0,hr,medium
741,0.8,0.91,5,242,3,1,0,0,accounting,medium
742,1.0,0.88,4,240,4,0,0,0,sales,medium
743,0.86,0.69,5,157,3,0,0,0,IT,low
744,0.95,0.74,5,243,6,0,0,0,management,medium
745,0.83,0.74,3,221,2,0,0,0,support,medium
746,0.76,0.56,3,216,3,0,0,0,support,low
747,0.74,0.92,4,226,3,0,0,0,hr,medium
748,0.85,0.83,4,219,3,0,0,0,technical,low
749,0.73,0.78,3,262,7,1,0,1,management,high
750,0.98,0.72,3,262,4,0,0,0,hr,low
751,0.79,0.96,4,180,3,0,0,0,technical,low
752,0.77,0.74,5,243,2,0,0,0,technical,low
753,0.48,0.51,3,136,3,0,0,0,marketing,low
754,0.86,0.87,3,268,2,0,0,0,sales,high
755,0.94,0.8,4,266,3,1,0,0,support,medium
756,0.64,0.67,5,198,2,1,0,0,support,medium
757,0.77,0.55,3,217,3,0,0,0,support,medium
758,0.73,0.6,4,166,3,0,0,0,sales,high
759,0.91,0.84,3,237,2,0,0,0,product_mng,medium
760,0.84,0.9,3,178,2,0,0,0,accounting,medium
761,0.11,0.8,7,305,4,0,1,0,technical,medium
762,0.97,0.57,3,164,10,0,0,0,management,high
763,0.51,0.85,4,186,2,0,0,0,product_mng,low
764,0.51,0.9,5,193,4,0,0,0,support,medium
765,0.98,0.88,4,145,2,0,0,0,sales,low
766,0.7,0.68,5,225,7,0,0,0,sales,medium
767,0.73,0.81,5,173,3,0,0,0,marketing,low
768,0.71,0.76,3,175,2,0,0,0,sales,medium
769,0.49,1.0,3,176,3,0,0,0,support,medium
770,0.76,1.0,5,265,2,0,0,0,accounting,low
771,0.63,0.53,4,243,2,0,0,0,technical,low
772,0.86,0.91,4,182,2,0,0,0,marketing,medium
773,0.87,0.68,4,246,2,0,0,0,support,medium
774,0.8,0.53,3,255,5,0,1,0,technical,high
775,0.97,0.52,5,149,3,1,0,0,sales,medium
776,0.95,0.58,4,188,3,0,0,0,sales,low
777,0.6,0.77,4,157,4,0,0,0,product_mng,low
778,0.2,0.89,6,244,3,0,0,0,RandD,low
779,0.5,0.94,5,176,4,0,0,0,sales,low
780,0.78,0.66,3,164,3,0,1,0,sales,low
781,0.37,0.82,3,199,5,0,0,0,management,medium
782,0.75,0.9,3,140,3,0,0,0,sales,low
783,0.62,0.87,5,149,3,0,0,0,sales,medium
784,0.86,0.91,4,253,3,0,0,0,IT,low
785,0.83,0.98,4,254,5,0,1,0,technical,low
786,0.69,0.81,5,217,2,0,0,0,technical,medium
787,0.9,0.62,4,258,3,0,0,0,technical,medium
788,0.51,0.58,2,218,2,1,0,0,technical,low
789,0.86,0.7,4,197,3,0,0,0,sales,medium
790,0.59,0.67,3,180,2,0,0,0,technical,low
791,0.73,0.48,3,211,7,0,0,0,sales,medium
792,0.53,0.96,4,272,2,0,0,0,support,low
793,0.91,0.6,4,235,4,1,0,0,marketing,low
794,0.62,0.64,4,163,3,0,0,0,technical,low
795,0.45,0.51,2,156,3,0,1,0,sales,medium
796,0.39,0.53,2,146,3,0,1,0,sales,low
797,0.72,0.63,3,149,2,0,0,0,support,medium
798,0.81,0.9,4,226,5,0,1,0,product_mng,medium
799,0.41,0.49,2,146,3,0,1,0,IT,low
800,0.82,0.71,3,150,3,0,0,0,support,medium
801,0.93,0.87,3,154,3,1,0,0,IT,low
802,0.37,0.51,2,127,3,0,1,0,sales,medium
803,0.98,0.87,3,239,4,0,0,0,support,medium
804,0.42,0.57,2,154,3,1,1,0,marketing,medium
805,0.1,0.94,7,264,4,0,1,0,IT,medium
806,0.52,0.98,4,272,2,0,0,0,support,low
807,0.37,0.92,4,211,7,0,0,0,sales,high
808,0.51,0.53,3,223,2,1,0,0,accounting,low
809,0.5,0.94,3,262,4,0,0,0,accounting,low
810,0.53,0.96,4,272,2,0,0,0,support,low
811,0.95,0.61,3,224,2,1,0,0,support,low
812,0.73,0.91,4,247,5,0,1,0,support,medium
813,0.9,0.55,3,259,10,1,0,1,management,high
814,0.4,0.46,2,132,3,0,1,0,product_mng,low
815,0.85,0.91,5,226,5,0,1,0,management,medium
816,0.59,0.47,3,159,4,0,0,0,product_mng,low
817,0.65,0.85,4,201,10,0,0,0,support,low
818,0.38,1.0,5,137,4,0,1,0,support,low
819,0.6,0.99,4,160,3,0,0,0,sales,low
820,0.76,0.91,4,219,5,0,1,0,sales,low
821,0.93,0.99,3,169,3,0,0,0,technical,low
822,0.39,0.57,2,157,3,0,1,0,sales,medium
823,0.54,0.65,3,185,2,0,0,0,accounting,high
824,0.99,0.77,5,160,3,0,0,0,support,medium
825,0.6,0.97,3,164,2,0,0,0,technical,low
826,0.91,0.96,4,232,5,0,1,0,sales,low
827,0.55,0.59,4,230,3,0,0,0,technical,low
828,0.72,0.9,3,193,3,0,0,0,IT,medium
829,0.64,0.55,3,246,2,0,0,1,marketing,high
830,0.4,0.46,2,131,3,0,1,0,technical,low
831,0.67,0.59,3,177,3,1,0,0,IT,low
832,0.3,0.61,3,138,5,0,0,0,sales,medium
833,0.77,0.89,4,269,10,0,0,0,management,high
834,0.91,0.59,5,162,2,0,0,0,sales,low
835,0.55,0.87,4,200,3,0,0,0,marketing,low
836,0.41,0.47,2,131,3,0,1,0,marketing,medium
837,0.22,0.85,6,172,6,1,0,0,technical,medium
838,0.52,0.72,4,222,3,0,0,0,sales,low
839,0.11,0.85,7,302,4,0,1,0,sales,low
840,0.39,0.5,2,147,3,0,1,0,marketing,low
841,0.6,0.52,3,236,3,0,0,0,sales,medium
842,0.5,0.67,3,246,3,0,0,0,sales,low
843,0.87,0.63,5,214,3,0,0,0,sales,low
844,0.41,0.47,2,145,3,0,1,0,technical,low
845,0.13,0.76,5,171,5,0,0,0,RandD,medium
846,0.96,0.97,6,137,10,0,0,0,sales,low
847,0.44,0.56,2,131,3,0,1,0,hr,medium
848,0.82,0.56,5,180,3,0,0,0,technical,low
849,0.42,0.45,3,227,3,0,0,0,sales,medium
850,0.87,0.62,5,197,2,0,0,0,sales,low
851,0.96,0.73,3,193,3,1,0,0,support,high
852,0.84,0.81,4,152,2,1,0,0,product_mng,medium
853,0.4,0.47,2,144,3,0,1,0,hr,medium
854,0.63,0.71,4,244,2,0,0,0,support,low
855,0.84,0.64,4,267,4,0,0,0,sales,low
856,0.58,0.62,4,238,3,0,1,0,hr,low
857,0.43,0.55,2,136,3,0,1,0,sales,low
858,0.72,0.51,3,235,2,0,0,0,sales,low
859,0.59,1.0,4,275,3,0,0,0,RandD,medium
860,0.2,0.41,6,264,3,0,0,0,sales,medium
861,0.98,0.7,3,255,2,1,0,0,marketing,low
862,0.1,0.97,7,306,4,0,1,0,marketing,low
863,0.43,0.49,2,131,3,0,1,0,RandD,high
864,0.16,0.83,5,173,4,0,0,0,IT,high
865,0.97,0.63,5,163,3,0,0,0,technical,low
866,0.8,0.53,3,217,3,0,0,0,management,high
867,0.63,0.62,4,184,4,0,0,0,support,medium
868,0.41,0.49,2,147,3,0,1,0,sales,low
869,0.11,0.96,6,298,4,0,1,0,sales,low
870,0.76,0.74,3,183,3,0,0,0,sales,medium
871,0.61,0.72,4,134,2,0,0,0,accounting,medium
872,0.52,0.8,3,252,4,0,0,0,product_mng,low
873,0.91,0.72,3,213,3,0,0,0,marketing,low
874,0.98,0.98,4,259,2,0,0,0,hr,high
875,0.86,0.86,4,227,2,0,0,0,product_mng,low
876,0.29,0.43,3,162,4,0,0,0,IT,medium
877,0.42,0.56,2,149,3,0,1,0,sales,low
878,0.89,0.69,4,170,3,0,0,0,product_mng,low
879,0.45,0.5,2,126,3,0,1,0,technical,low
880,0.66,0.57,4,161,7,0,0,1,management,medium
881,0.69,0.55,3,188,3,0,0,0,RandD,medium
882,0.9,0.64,5,226,2,0,0,0,technical,low
883,0.37,0.46,3,173,6,0,0,0,RandD,medium
884,0.63,0.85,4,182,3,1,0,0,sales,high
885,0.15,0.78,5,255,3,0,0,0,IT,high
886,0.8,0.83,2,211,3,0,1,0,support,low
887,0.77,0.49,2,286,7,0,0,0,marketing,low
888,0.79,0.91,5,271,5,0,1,0,sales,low
889,0.55,0.55,4,191,4,0,0,0,product_mng,low
890,0.77,0.4,4,207,5,0,0,0,support,low
891,0.2,0.82,4,190,5,0,0,0,sales,low
892,0.14,0.8,5,226,3,0,0,0,sales,medium
893,0.72,0.63,4,207,3,0,0,0,sales,low
894,0.56,0.88,3,174,3,0,0,0,hr,low
895,0.51,0.51,4,204,2,0,0,0,technical,low
896,0.1,0.84,6,286,4,0,1,0,product_mng,low
897,0.67,0.52,2,152,5,0,0,0,technical,medium
898,0.83,0.95,4,251,5,0,1,0,marketing,medium
899,0.37,0.45,2,126,3,0,1,0,support,medium
900,0.51,0.73,4,174,3,0,0,0,sales,medium
901,0.45,0.46,2,128,3,0,1,0,sales,low
902,0.5,0.5,4,267,3,0,0,0,IT,medium
903,0.98,0.81,3,180,2,1,0,0,support,high
904,0.72,0.8,3,213,3,0,0,0,technical,high
905,0.38,0.5,2,153,3,0,1,0,support,medium
906,0.81,0.87,5,241,3,0,0,0,accounting,low
907,0.6,0.86,6,247,6,0,0,0,product_mng,medium
908,0.82,0.8,3,162,3,0,0,0,sales,medium
909,0.52,0.96,4,125,3,0,0,0,hr,low
910,0.35,0.7,3,107,3,0,0,0,RandD,high
911,0.84,1.0,4,261,5,0,1,0,sales,low
912,0.9,0.66,4,160,2,1,0,0,support,medium
913,0.23,0.99,5,176,4,1,0,0,sales,low
914,0.74,0.99,2,277,3,0,1,0,IT,medium
915,0.39,0.54,2,132,3,0,1,0,support,low
916,0.3,0.85,2,203,3,0,0,0,support,medium
917,0.97,0.62,6,118,2,0,0,0,accounting,low
918,0.43,0.46,2,157,3,0,1,0,sales,medium
919,0.37,0.48,2,160,3,0,1,0,IT,low
920,0.67,0.99,4,247,3,1,0,0,RandD,low
921,0.68,0.73,3,250,2,0,0,0,support,medium
922,0.83,0.8,4,149,3,0,0,0,management,low
923,0.8,0.54,4,258,3,0,0,0,support,low
924,0.87,0.88,5,269,5,0,1,0,technical,low
925,0.9,0.95,5,275,3,0,1,0,management,low
926,0.24,0.87,5,268,5,0,0,0,sales,medium
927,0.72,0.72,3,217,2,0,0,0,sales,medium
928,0.48,0.77,5,250,2,0,0,1,RandD,medium
929,0.99,0.78,4,140,3,0,0,0,sales,medium
930,0.1,0.97,6,267,4,1,1,0,support,low
931,0.9,0.6,3,268,3,0,0,0,sales,low
932,0.68,0.67,3,228,2,0,0,0,RandD,medium
933,0.46,0.82,2,189,5,0,0,0,product_mng,low
934,0.9,0.68,3,156,3,1,0,0,sales,high
935,0.49,0.48,3,190,2,0,0,0,technical,medium
936,0.54,0.42,6,218,3,0,0,0,technical,medium
937,0.45,0.54,2,140,3,0,1,0,support,low
938,0.44,0.61,5,230,6,0,0,0,marketing,low
939,0.29,0.85,4,211,2,0,0,0,product_mng,low
940,0.85,0.49,3,258,3,0,0,0,sales,medium
941,0.98,0.63,3,137,3,0,0,0,support,medium
942,0.39,0.46,2,127,3,0,1,0,management,low
943,0.97,0.9,5,262,3,0,0,0,sales,medium
944,0.92,0.99,5,255,6,0,1,0,sales,low
945,0.56,0.62,3,154,2,0,0,0,sales,low
946,0.99,1.0,4,223,2,1,0,0,product_mng,low
947,0.77,0.73,3,201,10,0,0,0,management,high
948,0.6,0.54,3,185,2,0,0,0,technical,low
949,0.55,0.99,3,158,3,0,0,0,sales,low
950,0.48,0.56,4,271,3,0,0,0,technical,high
951,0.62,0.7,2,134,3,0,0,0,product_mng,low
952,0.4,0.52,2,147,3,0,1,0,product_mng,medium
953,0.39,0.55,2,156,3,0,1,0,product_mng,medium
954,0.65,0.91,4,243,5,1,0,0,IT,medium
955,0.56,0.56,3,162,2,0,0,0,RandD,high
956,0.92,0.89,4,241,5,0,1,0,technical,low
957,0.21,0.38,3,275,5,0,0,0,support,low
958,0.99,0.66,3,202,3,0,0,0,sales,medium
959,0.85,0.46,3,123,5,1,0,0,technical,low
960,0.71,0.66,3,268,4,0,0,0,marketing,high
961,0.49,0.54,6,214,3,0,0,0,sales,high
962,0.84,0.51,2,117,4,0,0,0,accounting,low
963,0.41,0.9,6,155,2,0,0,0,accounting,medium
964,0.51,0.51,3,274,2,0,0,0,product_mng,medium
965,0.72,0.39,3,257,3,0,0,0,technical,low
966,0.44,0.55,3,170,3,1,0,0,IT,low
967,0.62,0.6,3,171,2,0,0,0,sales,low
968,0.51,0.49,4,234,2,0,0,0,sales,medium
969,0.4,0.48,2,137,3,0,1,0,sales,medium
970,0.41,0.55,2,154,3,0,1,0,support,low
971,0.49,0.37,5,246,3,0,0,0,support,medium
972,0.42,0.73,4,208,5,0,0,0,accounting,low
973,0.98,0.75,5,168,4,1,0,0,RandD,medium
974,0.78,0.67,5,209,3,0,0,0,technical,low
975,0.79,0.78,2,228,2,0,0,0,technical,medium
976,0.44,0.99,5,119,2,0,0,0,sales,low
977,0.75,0.82,3,169,3,0,0,0,hr,low
978,0.58,0.48,3,135,3,1,0,0,hr,medium
979,0.75,0.78,4,158,5,1,0,0,RandD,medium
980,0.92,0.58,3,261,3,1,0,0,sales,medium
981,0.95,0.66,4,223,10,0,0,0,IT,low
982,0.26,0.83,3,168,3,0,0,0,sales,low
983,0.24,0.7,6,153,5,1,0,0,marketing,low
984,0.23,0.94,4,149,6,0,0,0,accounting,low
985,0.55,0.87,3,201,2,0,0,0,technical,medium
986,0.64,0.52,3,223,3,0,0,0,sales,low
987,0.09,0.93,6,249,4,0,1,0,sales,low
988,0.09,0.94,6,266,4,0,1,0,sales,medium
989,0.93,0.65,4,212,4,0,0,0,IT,medium
990,0.41,0.57,2,136,3,0,1,0,support,low
991,0.55,0.77,3,237,2,0,0,0,hr,low
992,0.64,0.79,4,139,3,0,0,0,sales,low
993,0.85,0.99,3,208,2,0,0,0,product_mng,low
994,0.1,0.84,7,250,4,0,1,0,product_mng,low
995,0.71,0.85,3,260,3,0,0,0,marketing,medium
996,0.56,0.58,4,258,3,0,0,0,sales,medium
997,0.92,0.85,3,151,6,1,0,0,sales,low
998,0.32,0.37,3,167,3,0,0,0,accounting,medium
999,0.96,0.88,2,193,2,0,0,0,IT,low
1000,0.74,0.88,4,248,6,0,1,0,accounting,low
1001,0.77,0.94,5,226,6,0,1,0,support,low
1002,0.28,0.97,4,102,3,0,0,0,IT,high
1003,0.56,0.74,3,265,3,0,0,0,support,medium
1004,0.96,0.85,4,200,4,0,0,0,technical,medium
1005,0.77,0.91,5,236,5,0,1,0,marketing,medium
1006,0.44,0.52,2,128,3,0,1,0,technical,medium
1007,0.55,0.79,3,254,3,1,0,0,technical,medium
1008,0.41,0.75,4,199,3,0,0,0,sales,low
